# Kaynak: IBB Acik Veri Portali - Ilcelere Gore Dogalgaz Kullanim Sinifi Bazinda
#   Kullanici Sayisi ve Tuketim Miktari (yayinci: IGDAS)
# URL: https://data.ibb.gov.tr/dataset/istanbul-ilceleri-dogalgaz-kullanim-sinifi-kullanici-sayisi-tuketim-miktari
# CKAN resource id: 86bc29a5-751a-4e83-a9de-0a103da94483 (indirilen dosya formati: XLSX,
#   sheet=Report; portaldaki son guncelleme tarihi: 2026-02-24)
# Cekilme tarihi: 2026-08-20
# Filtre: Yil=2025, Kullanici Sinifi=MESKEN (Ticari/Sanayi/Resmi vb. disarida birakildi)
# Kolonlar orijinal basliklardan degistirilmeden: ilce, kullanim_sinifi,
#   kullanici_sayisi (Tuketim Yapan Gaz Kullanici Sayisi, Sayac-Adet),
#   tuketim_m3 (Duzeltilmis Tuketim, m3)
#
# ACIK SORU - COZULMEDI: portalda kullanici_sayisi (sayac-adet) kolonunun tam olarak
# neyi olctugune dair bir metodoloji notu yok (yillik farkli sayac mi, donem ici bir
# ortalama mi, vb.). Ornegin tek basina OCAK+KOMBI kategorisinin 2025 Istanbul mesken
# sayac toplami (4.436.039) Adim 1 populasyon modelinin uretttigi Istanbul kombi hane
# sayisindan (2.643.287) belirgin sekilde yuksek -- bu sayi dogrudan kullanilmadan once
# (merkezi_pay/penetrasyon hesabinda) ayrica arastirilacak, burada VARSAYILMADI.
ilce,kullanim_sinifi,kullanici_sayisi,tuketim_m3
ÇEKMEKÖY,OCAK+SOBA+KOMBİ,342,413843.8371915
ÇEKMEKÖY,OCAK+SOBA+ŞOFBEN,52,41435.3796325049
ÇEKMEKÖY,OCAK+ŞOFBEN,49,30595.648457075
ÇEKMEKÖY,OCAK+ŞOFBEN+KOMBİ,5,10017.1230368957
ÇEKMEKÖY,SOBA,2,2739.97709871489
ÇEKMEKÖY,SOBA+KOMBİ,22,54433.0467871761
ÇEKMEKÖY,ÜRETİM+MERKEZİ ISINMA,4,64557.7998067744
ÇEKMEKÖY,ŞOFBEN+MERKEZİ,1,74.8008358386071
ÇEKMEKÖY,ŞOFBEN+SOBA,1,737.816200740996
ÜMRANİYE,KASKAT KOMBİ,39,1246707.20522813
ÜMRANİYE,KOMBİ,1139,1371257.54406985
ÜMRANİYE,KOMBİ+MERKEZİ,4,76455.4978885862
ÜMRANİYE,MERKEZİ ISINMA,468,22406442.9040633
ÜMRANİYE,MERKEZİ ISINMA+OCAK,5456,300941.013341969
ÜMRANİYE,MERKEZİ+OCAK+KOMBİ,61,26803.3952095054
ÜMRANİYE,MERKEZİ+OCAK+SOBA,3,217.416635022855
ÜMRANİYE,MERKEZİ+OCAK+ŞOFBEN,11714,2318325.26457692
ÜMRANİYE,OCAK,311,154950.794110289
ÜMRANİYE,OCAK+KOMBİ,228798,204234756.763418
ÜMRANİYE,OCAK+SOBA,2368,1687417.15406621
ÜMRANİYE,OCAK+SOBA+KOMBİ,1201,1181939.05544096
ÜMRANİYE,OCAK+SOBA+ŞOFBEN,340,302403.523576743
ÜMRANİYE,OCAK+ŞOFBEN,157,107501.80237302
ÜMRANİYE,OCAK+ŞOFBEN+KOMBİ,8,7557.06859891192
ÜMRANİYE,SOBA,25,15199.3198697551
ÜMRANİYE,SOBA+KOMBİ,10,6505.97702854367
ÜMRANİYE,ŞOFBEN+MERKEZİ,15,2548.28127921288
ÜMRANİYE,ŞOFBEN+SOBA,8,7323.60279399121
ÜSKÜDAR,KASKAT KOMBİ,33,404924.581032125
ÜSKÜDAR,KASKAT KOMBİ+OCAK,22,187635.90642834
ÜSKÜDAR,KOMBİ,1512,3134357.21818792
ÜSKÜDAR,KOMBİ+MERKEZİ,14,69141.4040621294
ÜSKÜDAR,MERKEZİ ISINMA,1312,33474268.8775501
ÜSKÜDAR,MERKEZİ ISINMA+BOYLER,75,1497975.34758471
ÜSKÜDAR,MERKEZİ ISINMA+OCAK,6008,1084509.35462952
ÜSKÜDAR,MERKEZİ+OCAK+KOMBİ,1624,423753.974165004
ÜSKÜDAR,MERKEZİ+OCAK+SOBA,21,42520.3352137804
ÜSKÜDAR,MERKEZİ+OCAK+ŞOFBEN,11661,2207737.7356281
ÜSKÜDAR,OCAK,408,602488.021175227
ÜSKÜDAR,OCAK+KOMBİ,162830,154218493.734744
ÜSKÜDAR,OCAK+SOBA,4569,2986218.32345406
ÜSKÜDAR,OCAK+SOBA+KOMBİ,988,1009234.29556163
ÜSKÜDAR,OCAK+SOBA+KOMBİ+MERKEZİ,1,20100.6027087907
ÜSKÜDAR,OCAK+SOBA+KOMBİ+ŞOFBEN,2,990.270862022874
ÜSKÜDAR,OCAK+SOBA+ŞOFBEN,676,576569.081337576
ÜSKÜDAR,OCAK+ŞOFBEN,238,421935.441031392
ÜSKÜDAR,OCAK+ŞOFBEN+KOMBİ,13,13235.504367451
ÜSKÜDAR,OCAK+ŞOFBEN+SOBA+MERKEZİ,4,1169.66572472529
ÜSKÜDAR,SOBA,66,36220.7497300909
ÜSKÜDAR,SOBA+KOMBİ,16,57348.290099403
ÜSKÜDAR,SOBA+KOMBİ+MERKEZİ,1,10468.922945545
ÜSKÜDAR,SOBA+MERKEZİ,2,13849.5667114084
ÜSKÜDAR,ŞOFBEN,4,9365.46545765856
ÜSKÜDAR,ŞOFBEN+KOMBİ,1,2892.75155980659
ÜSKÜDAR,ŞOFBEN+MERKEZİ,59,18044.3146542503
ÜSKÜDAR,ŞOFBEN+SOBA,3,2731.99953479349
ÜSKÜDAR,ŞOFBEN+SOBA+MERKEZİ,1,210.690605824948
ŞİLE,KASKAT KOMBİ,1,55539.7443819877
ŞİLE,KOMBİ,495,508582.39948519
ŞİLE,MERKEZİ ISINMA,25,257244.853073598
ŞİLE,MERKEZİ ISINMA+OCAK,83,64700.3001814758
ŞİLE,MERKEZİ+OCAK+KOMBİ,6,5481.37631510904
ŞİLE,MERKEZİ+OCAK+ŞOFBEN,391,102988.987834705
ŞİLE,OCAK,148,30656.31888905
ŞİLE,OCAK+KOMBİ,26625,20258927.4967802
ŞİLE,OCAK+SOBA,110,57823.5264728779
ŞİLE,OCAK+SOBA+KOMBİ,141,114043.483469407
ŞİLE,OCAK+SOBA+ŞOFBEN,54,12984.9895235005
ŞİLE,OCAK+ŞOFBEN,145,38830.971704381
ŞİLE,OCAK+ŞOFBEN+KOMBİ,7,9907.32302827719
ŞİLE,SOBA,5,3299.20284275178
ŞİLE,SOBA+KOMBİ,1,1437.07190050628
ŞİLE,ŞOFBEN,2,89.3848269557669
ŞİLE,ŞOFBEN+SOBA,1,568.415524616588
ŞİŞLİ,KASKAT KOMBİ,25,429471.224955955
ŞİŞLİ,KASKAT KOMBİ+OCAK,1,29613.4741626074
ŞİŞLİ,KOMBİ,1373,1233247.13672744
ŞİŞLİ,KOMBİ+MERKEZİ,15,3074.08227900856
ŞİŞLİ,MERKEZİ ISINMA,1634,32310806.0336872
ŞİŞLİ,MERKEZİ ISINMA+BOYLER,108,3074660.54880582
ŞİŞLİ,MERKEZİ ISINMA+OCAK,2470,144969.47129318
ŞİŞLİ,MERKEZİ+OCAK+KOMBİ,789,228426.972816186
ŞİŞLİ,MERKEZİ+OCAK+SOBA,14,2024.26701580769
ŞİŞLİ,MERKEZİ+OCAK+ŞOFBEN,4495,780003.18380795
ŞİŞLİ,OCAK,191,110505.679773685
ŞİŞLİ,OCAK+KOMBİ,93579,73340192.4249252
ŞİŞLİ,OCAK+SOBA,715,400210.555666465
ŞİŞLİ,OCAK+SOBA+KOMBİ,181,156649.558558609
ŞİŞLİ,OCAK+SOBA+ŞOFBEN,69,43372.4980655286
ŞİŞLİ,OCAK+ŞOFBEN,62,45816.720449487
ŞİŞLİ,OCAK+ŞOFBEN+KOMBİ+MERKEZİ,1,79.2909459370799
ŞİŞLİ,OCAK+ŞOFBEN+SOBA+MERKEZİ,1,496.343026408189
ŞİŞLİ,SOBA,43,22608.9807527506
ŞİŞLİ,SOBA+KOMBİ,1,1516.17549441771
ŞİŞLİ,SOBA+MERKEZİ,1,64.8794589424359
ŞİŞLİ,ŞOFBEN,2,1078.59644686581
ŞİŞLİ,ŞOFBEN+MERKEZİ,35,15497.9376071591
